Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
140168,2014,Manchester,15 SOUTH STREET,113500,149900,0.757171448,Single Family
120324,2012,Meriden,21 ABBEY PARK,114170,169500,0.673569322,Condo
130094,2013,Farmington,5 OCTOBER GLORY,338880,768208,0.441130527,Condo
210345,2021,Avon,41 BUCKINGHAM ROAD,340530,625000,0.5448,Residential
60423,2006,Naugatuck,41-202 MILLVILLE AVE,75800,191000,0.396858639,Condo
18122,2018,Monroe,28 CRESTWOOD RD,263200,376100,0.6998,Single Family
2100355,2021,Wethersfield,6 ORCHARD BROOK DR,116790,239000,0.4886,Residential
80867,2008,New Haven,396 MANSFIELD ST,199920,80000,2.499,Two Family
150563,2015,New Haven,600 PROSPECT ST #A7,204820,340000,0.602411765,Condo
160131,2016,Canton,63 DARTMOUTH DRIVE,307430,439000,0.700296128,Single Family
180772,2018,Shelton,500 RIVER RD UNIT 14,459710,700000,0.6567,Condo
110142,2011,West Haven,26 CHARLES ST,121450,87000,1.395977011,Single Family
70430,2007,Branford,ANCHOR REEF CLUB #110D,0,290000,0,Condo
182272,2018,Waterbury,47 LEXINGTON AVE,84180,76440,1.1012,Single Family
130435,2013,Greenwich,13 HIGH STREET,327670,440000,0.744704545,Single Family
90130,2009,East Windsor,22B FOLKSTONE RD,109610,214900,0.510051187,Condo
14366,2014,Newington,299 STERLING DRIVE,211600,319000,0.663322884,Condo
110008,2011,New Fairfield,32 JEREMY DR,489400,617500,0.792550607,Single Family
110744,2011,Meriden,264 CURTIS ST,114590,137306,0.834559305,Single Family
60460,2006,Newtown,101 HATTERTOWN RD,488730,800000,0.6109125,Condo
90048,2009,Killingworth,23 BRIDLEPATH TRAIL,69670,95900,0.726485923,Single Family
16120,2016,East Hartford,231 MONROE ST.,112360,148500,0.756632997,Single Family
900106,2009,Newtown,12 MEADOWBROOK ROAD,390500,435000,0.897701149,Single Family
210919,2021,West Haven,537 FIRST AVE,181650,350000,0.519,Residential
13536,2013,Stamford,1 EAGLE DRIVE,672220,1167500,0.575777302,Single Family
70136,2007,Rocky Hill,44 SHEA CIR,249820,347500,0.718906475,Single Family
170028,2017,Fairfield,161 VALLEY ROAD,307230,345000,0.890521739,Single Family
60597,2006,Stratford,50 PECK ST,121420,268000,0.453059701,Single Family
1500364,2015,Guilford,3 ADIRONDACK LN,574100,367955,1.560245139,Single Family
160226,2016,Ansonia,19 FITZPATRICK ROAD,128600,285000,0.45122807,Single Family
130008,2013,Ledyard,60 SPICER HILL RD,180810,200000,0.90405,Single Family
150023,2015,Middlebury,180 BURR HALL RD,317100,447500,0.708603352,Single Family
200289,2020,Killingly,29 CHURCH ST,66920,180000,0.3717,Residential
60123,2006,Madison,32 WHEDON LN,199900,425000,0.470352941,Single Family
170821,2017,Southington,185-11 WEST ST,162120,257500,0.6295,Condo
201181,2020,Bristol,99 OLD FARM RD,155750,260000,0.599,Residential
200025,2020,Rocky Hill,29 BEECHER LANE,108290,222000,0.4877,Residential
190448,2019,Simsbury,1 NUTMEG COURT,145050,229900,0.6309,Condo
170236,2017,Clinton,2 OAK RIDGE DR,153500,299900,0.5118,Single Family
150066,2015,Wallingford,140 DEEP WOOD LN,234400,276000,0.849275362,Single Family
170732,2017,Greenwich,39 HALSEY DR,676060,1289000,0.524484096,Single Family
900368,2009,Westport,11 BURRITTS LNDG N,1831600,1750000,1.046628571,Single Family
140642,2014,Wallingford,2 HERITAGE WOODS,100400,147500,0.680677966,Condo
60735,2006,Fairfield,883 FAIRFIELD BCH RD,1629600,3550000,0.459042254,Single Family
70350,2007,Stratford,125 YARWOOD ST & GENERAL ST,154390,175000,0.882228571,Single Family
100080,2010,Somers,12 STILLMEADOW LN,232300,290000,0.801034483,Single Family
12244,2012,Hartford,75 WESTERLY TER,130349,584000,0.223200342,Single Family
19289,2019,Ridgefield,233 DANBURY RD UNIT A308,359020,525474,0.6832,Condo
201221,2020,New Britain,97 BLISS RD,87640,185000,0.4737,Residential
200686,2020,East Haven,75 REDWOOD DR #1004,88590,148000,0.5985,Residential
140062,2014,New Haven,264 LLOYD STREET,73640,135000,0.545481481,Two Family
17298,2017,Watertown,797 HAMILTON AVE,137600,215000,0.64,Single Family
160931,2016,Waterbury,592V WILSON ST,95340,110000,0.866727273,Three Family
2100610,2021,Stamford,444 TACONIC ROAD,631580,865000,0.7301,Residential
14166,2014,Colchester,24 JAN DR,154700,217500,0.711264368,Single Family
19124,2019,Haddam,61 BRAULT HILL RD,176860,258750,0.6835,Single Family
120609,2012,Hamden,74 DAWES AVE,161980,230000,0.70426087,Single Family
90305,2009,Norwich,107 BRIAR LANE,132000,33991,3.883380895,Condo
162236,2016,Shelton,131 HEATHER RIDGE,91840,142000,0.646760563,Condo
180186,2018,Hamden,36 MEADOW RD,95270,175000,0.5444,Single Family
180321,2018,Waterford,11 ARROWHEAD TRAIL,277010,415000,0.6674,Single Family
120014,2012,Trumbull,7 HEMLOCK TRAIL,327300,550000,0.595090909,Single Family
100644,2010,Stamford,109 FOREST STREET #12,420060,532500,0.78884507,Condo
11234,2011,Madison,69 SOUNDVIEW AVENUE,1440100,1399250,1.029194211,Single Family
900117,2009,Granby,5R STONEWALL DR,485380,615000,0.789235772,Single Family
19067,2019,Orange,47 PUTTING GREEN LA,531400,880000,0.6039,Single Family
70694,2007,Hamden,122 SHEPARD AVE #122,104090,155000,0.671548387,Condo
19155,2019,Monroe,131 LYNN DR,382200,540000,0.7078,Single Family
160203,2016,Bloomfield,117 WINTONBURY AVE,130200,188000,0.692553191,Single Family
150608,2015,Middletown,113 HIGHLAND AVE,122790,156500,0.784600639,Single Family
180232,2018,Middletown,342 HIGBY RD,172010,280000,0.6143,Single Family
191022,2019,West Hartford,23 TROTWOOD DRIVE,295330,460500,0.6413,Single Family
101416,2010,Bridgeport,18 AMSTERDAM AVE UNIT 3A,109050,55000,1.982727273,Condo
200318,2020,New Fairfield,10 FOX HOLLOW RD,198600,395000,0.5027,Residential
100045,2010,Woodbridge,14 NETTLETON DRIVE,371140,467500,0.793882353,Single Family
130882,2013,Bridgeport,64 CHARRON STREET,236030,288000,0.819548611,Three Family
1800013,2018,Sterling,10 HALL HILL RD,31980,25000,1.2792,Single Family
180549,2018,Milford,34 ANDERSON AVE,200070,201000,0.9953,Single Family
100014,2010,Seymour,40 FOX DR,239190,319000,0.749811912,Single Family
161170,2016,Stamford,243 GLENBROOK ROAD,234500,399500,0.58698373,Single Family
180583,2018,Danbury,10 SOUTH ST #87,130100,218000,0.5967,Condo
70037,2007,North Branford,110 DORAL FARM RD,270130,469000,0.575970149,Single Family
70314,2007,Southington,TUDOR RIDGE 2F,91910,160000,0.5744375,Condo
190172,2019,New London,8 BRISTOL ST,85120,45050,1.8895,Single Family
190316,2019,Wallingford,34 COOPER AVE,137200,212000,0.6472,Single Family
60833,2006,Torrington,211-213 CALHOUN ST,88600,181500,0.48815427,Two Family
150072,2015,East Granby,4 COPPER GATE ROAD,195000,305000,0.639344262,Single Family
800216,2008,Guilford,676 NUT PLAINS RD,705680,1270000,0.555653543,Single Family
80258,2008,Trumbull,50 COLONY AVE,298600,410000,0.728292683,Single Family
60188,2006,Stafford,151 CONKLIN RD,129430,217000,0.596451613,Single Family
1910344,2019,Naugatuck,34 DEEPWOOD RD,143470,288000,0.4982,Single Family
10122,2010,Ridgefield,75 SLEEPY HOLLOW RD,350300,452500,0.774143646,Single Family
19039,2019,Stafford,25 QUINN ST,118090,190500,0.6199,Single Family
17081,2017,Hartford,64 OXFORD ST,97580,260000,0.375307692,Three Family
170032,2017,Westport,4 BAYBERRY LANE,599100,850000,0.704823529,Single Family
70364,2007,Vernon,29 ELIZABETH LN,10500,254900,0.041192625,Condo
60417,2006,Greenwich,43 ZACCHEUS MEAD LN,2500120,2725000,0.917475229,Single Family
10045,2010,Thomaston,27 EDWIN LANE,208820,278000,0.751151079,Single Family
120470,2012,Shelton,30 FEDERAL RD,228690,405000,0.564666667,Single Family
110057,2011,Middletown,43 BARTLETT HOLLOW,204780,342900,0.59720035,Condo
90331,2009,Torrington,187 LOVERS LN U31,98460,139000,0.708345324,Condo
181837,2018,Waterbury,20 OAKLAND AVE,90630,115000,0.788,Single Family
110021,2011,Norwich,150 YANTIC ST UNIT 309,94000,50000,1.88,Condo
19394,2019,Ridgefield,123 SETH LOW MTN RD,286120,500000,0.5722,Single Family
11262,2011,Southbury,9 TRADITIONS BLVD,363560,405000,0.897679012,Condo
180177,2018,Brooklyn,72 FAIRWAY DR,189200,333000,0.5681,Single Family
130018,2013,Naugatuck,34 NEAGLE ST,76460,136000,0.562205882,Single Family
1800129,2018,Wolcott,7 JASMINE LN,146840,230500,0.637,Single Family
19362,2019,Farmington,7 POND ST,173640,460000,0.3775,Single Family
170557,2017,Hamden,237 GOODRICH ST,90440,174990,0.5168,Two Family
180065,2018,Hamden,3409 WHITNEY AVE U5A,120960,168000,0.72,Condo
190799,2019,Norwalk,19 THOMAS PL UNIT 9,1100436,1225000,0.8983,Condo
212336,2021,Waterbury,56 BROOKVIEW AVE,56010,220000,0.2545,Residential
200076,2020,Guilford,19 POLPIS LN,70710,110000,0.6428,Residential
9036,2009,Meriden,920 WEST MAIN ST,107820,65000,1.658769231,Single Family
192068,2019,Bridgeport,256 PRINCE ST,62830,115000,0.5463,Single Family
100387,2010,Middletown,311 COLEMAN RD,180310,328000,0.54972561,Single Family
110113,2011,Cheshire,83 JILL LANE,220680,290000,0.760965517,Single Family
70147,2007,Brookfield,9 HANOVER RIDGE RD,228540,337500,0.677155556,Single Family
110696,2011,Waterbury,872 CONGRESS AVE,140960,191800,0.734932221,Two Family
190461,2019,New Canaan,94 GERRISH LA,1042300,1439000,0.7243,Single Family
150259,2015,Manchester,54 RUSHFORDE DRIVE,249600,339900,0.734333628,Single Family
1600052,2016,East Haven,116 GEORGE ST,95880,146000,0.656712329,Single Family
140210,2014,Stafford,9 ORCUTTVILLE RD,134120,170000,0.788941176,Single Family
151536,2015,Waterbury,900 CHASE PARKWAY,79480,62000,1.281935484,Single Family
200232,2020,Stonington,7 OLIVIA LA,204700,500000,0.4094,Residential
15216,2015,Milford,216 MEADOWSIDE RD,142930,221000,0.646742081,Single Family
110376,2011,Middletown,69 LISA LA,185560,100000,1.8556,Single Family
21267,2021,Watertown,150 FALLS AVE,94900,85000,1.116470588,Residential
160046,2016,Pomfret,188 CHERRY HILL RD,114500,180000,0.636111111,Single Family
80167,2008,Wallingford,31-A1 SOUTH TURNPIKE RD,202860,295000,0.687661017,Condo
180266,2018,Greenwich,51 FOREST AVE 77,404600,608000,0.6654,Condo
160679,2016,Norwich,252 OLD CANTERBURY TPKE #3,13100,22000,0.595454545,Single Family
150141,2015,Tolland,37 BENNETT DRIVE,260300,15000,17.35333333,Single Family
160154,2016,Avon,30 TYLER COURT,540060,785000,0.687974522,Single Family
70147,2007,Avon,239 OLD FARMS RD #10D,41580,92000,0.451956522,Condo
16040,2016,Watertown,611 WOODBURY RD,152800,108000,1.414814815,Single Family
210232,2021,New Canaan,85 LOCUST AVE-#515,221550,325000,0.6816,Residential
133589,2013,West Hartford,112 BOULANGER AVENUE,120260,105000,1.145333333,Single Family
140145,2014,Brooklyn,61 POMFRET LANDING RD,186700,260500,0.716698656,Single Family
140447,2014,Greenwich,5 PILOT ROCK LA,2265690,2825000,0.802014159,Single Family
170072,2017,Cheshire,143 MIXVILLE RD,229860,293500,0.783168654,Single Family
70411,2007,Bridgeport,1315 NOBLE AVE #A1,37370,75000,0.498266667,Condo
133910,2013,West Hartford,22 DRURY LANE,275800,467500,0.589946524,Single Family
15361,2015,Ridgefield,37 GRIFFITH LA,695730,885000,0.786135593,Single Family
201233,2020,West Hartford,118 THOMAS STREET,147000,270000,0.5444,Residential
16496,2016,Ridgefield,36 BLOOMER RD,736270,847500,0.8687,Single Family
150040,2015,Litchfield,133 CIRCLE DR,138410,143000,0.967902098,Two Family
180020,2018,Clinton,1 BRUSH HILL RD,168100,250000,0.6724,Single Family
170298,2017,Bloomfield,1079E BLUE HILLS AVE,28210,47500,0.5938,Condo
100002,2010,Windham,241 NORTH ST,114740,150000,0.764933333,Single Family
190005,2019,East Windsor,6 NEWBERRY RD,117760,201000,0.5859,Single Family
14192,2014,Glastonbury,498 THREE MILE RD,215700,310000,0.695806452,Single Family
21385,2021,Newtown,11 OVERLOOK KNOLL ROAD,140560,325000,0.4324,Residential
21377,2021,Farmington,7 HUNTERS RIDGE,135620,400000,0.339,Residential
120417,2012,Enfield,32 SOUTH RD,96510,125000,0.77208,Single Family
80135,2008,Orange,125 OLD TAVERN RD,274700,390000,0.704358974,Single Family
80098,2008,Tolland,4 FLORENCE DRIVE,198400,312900,0.634068392,Single Family
200134,2020,New Hartford,193 MAPLE HOLLOW ROAD,171080,285000,0.6002,Residential
160254,2016,Ledyard,14 RICHARD RD,143640,167500,0.857552239,Single Family
19060,2019,East Hartford,216-218 WOODLAWN CIRCLE,88340,97000,0.9107,Two Family
17457,2017,Hartford,120 DART ST,45955,148000,0.3105,Single Family
150124,2015,Killingly,105 MASHENTUCK RD,239680,315138,0.760555693,Single Family
180718,2018,Fairfield,444 PINE CREEK AVENUE,613410,790000,0.7764,Single Family
60437,2006,Branford,228 THIMBLE ISS RD,421600,710000,0.593802817,Single Family
160320,2016,Danbury,2-39 KOHANZA ST,76700,75000,1.022666667,Condo
191207,2019,Fairfield,681 HULLS FARM ROAD,785120,1165000,0.6739,Single Family
122066,2012,Stratford,30 VERONA CT,295260,420000,0.703,Single Family
2100367,2021,Stamford,29 OAKDALE ROAD,544990,585000,0.9316,Residential
17087,2017,North Stonington,108 CEDARS RD,160930,314000,0.5125,Single Family
140926,2014,Waterbury,23 FLOYD ST,69920,132000,0.52969697,Two Family
100050,2010,Waterbury,23 EUCLID AVE,153410,205000,0.748341463,Single Family
160165,2016,Glastonbury,179 MANCHESTER RD,159200,164500,0.967781155,Single Family
200454,2020,Branford,159 CHERRY HILL RD,73100,519264,0.1407,Residential
60244,2006,South Windsor,45 ROCKLEDGE DR,227010,375000,0.60536,Single Family
80309,2008,Vernon,34 FOX HILL DR,122580,180000,0.681,Single Family
110197,2011,Wallingford,226 JUDD SQUARE,49400,72000,0.686111111,Condo
140651,2014,Waterbury,77 BYRNESIDE AVE,99410,71000,1.400140845,Two Family
190171,2019,Middlebury,1 WINDING TRAIL,273400,433990,0.63,Condo
16810,2016,East Hartford,78 BURKE ST,89550,87299,1.025784946,Single Family
180395,2018,South Windsor,5E AMATO DR,89600,166000,0.5397,Condo
200005,2020,Harwinton,505 HILL RD,173980,262000,0.664,Residential
210106,2021,Coventry,38 JOHN PAUL LN,416700,545000,0.7645,Residential
210056,2021,Sharon,15 LOW RD,101600,240000,0.4233,Residential
18154,2018,Farmington,1-D TALCOTT GLEN RD,130730,183000,0.7143,Condo
2020272,2020,Wilton,17 SILVERMINE WOODS,681450,885000,0.77,Residential
80418,2008,Stamford,485 FAIRFIELD AVENUE #8,248040,320000,0.775125,Condo
9077,2009,Cromwell,82 WOODLAND DRIVE,81440,81440,1,Condo
201064,2020,Waterbury,48 SILVER ST,44080,124900,0.3529,Residential
160432,2016,Wethersfield,59 GRANDVIEW TER,160000,307000,0.521172638,Single Family
140046,2014,Manchester,43 PEARL STREET,127900,130000,0.983846154,Two Family
140760,2014,Bristol,110 MARTIN RD,109060,160000,0.681625,Single Family
150329,2015,Manchester,205 HOLLISTER STREET,106100,154900,0.684958037,Single Family
140185,2014,Torrington,174 HARWINTON AVE,60780,93750,0.64832,Two Family
14302,2014,Montville,1326 OLD COLCHESTER RD,193840,245000,0.791183673,Single Family
120205,2012,Killingly,28 PALMER ST,132300,105900,1.249291785,Single Family
200347,2020,Madison,875 BOSTON POST RD U-2,592680,513500,1.154196689,Residential
170188,2017,Griswold,80 SHELDON RD L 23,14980,20200,0.7415,Single Family
190516,2019,Norwalk,182 ROWAYTON WOODS DR,297750,499000,0.5967,Condo
19511,2019,Ridgefield,15 WOODSTONE RD,605070,825000,0.7334,Single Family
90095,2009,Suffield,21 PLEASANVIEW DR,209230,280000,0.74725,Single Family
18188,2018,Montville,19 VENTURA DR,127140,239900,0.5299,Single Family
170970,2017,Naugatuck,211 WEDGEWOOD DRIVE,157590,214000,0.736401869,Single Family
150242,2015,West Hartford,102 OAKWOOD AVE T-3,48860,71500,0.683356643,Condo
170062,2017,Hamden,111 KATHRINE DRIVE,124390,165000,0.7538,Single Family
160067,2016,Stratford,577 WOODLAWN AVE,180460,250000,0.72184,Single Family
180145,2018,Trumbull,233 WHITE PLAINS RD,196000,280000,0.7,Single Family
60488,2006,Glastonbury,12 STONY BRK DR UT 5C8,39800,116000,0.343103448,Condo
90220,2009,Avon,721 WEST AVON ROAD,284010,462500,0.614075676,Single Family
140416,2014,Bristol,78 UNION ST,73860,35300,2.092351275,Single Family
180224,2018,Simsbury,3F TUNXIS PLACE,59220,98000,0.6042,Condo
70808,2007,West Hartford,795 PROSPECT AVE #C1,173900,225000,0.772888889,Condo
120525,2012,Southington,1040 MERIDEN AV,164100,215500,0.761484919,Single Family
70090,2007,Ledyard,1661 CENTER GROTON RD,174160,278000,0.62647482,Single Family
60066,2006,Bridgeport,51 PORTER ST,166809,410000,0.40685122,Three Family
210061,2021,North Branford,60 BROOK LN,195400,405000,0.4824,Residential
70628,2007,Hamden,94 LINCOLN ST,157570,284000,0.554823944,Single Family
13136,2013,Monroe,12 MELON PATCH LN,322140,429900,0.749337055,Single Family
200345,2020,Waterbury,34 LYNDALE AVE,58150,155000,0.3751,Residential
180376,2018,Greenwich,21 CALHOUN DR,2678690,3100000,0.864093548,Single Family
200870,2020,Glastonbury,257 GEORGETOWN DR,81900,150000,0.546,Residential
200833,2020,Greenwich,23 RIDGEVIEW AVENUE,2975910,5525000,0.5386,Residential
2101025,2021,Stamford,79 HARBOR DRIVE UNIT 302,276950,410000,0.6754,Residential
150764,2015,Manchester,159 JENNY CLIFF,232400,311000,0.747266881,Single Family
70159,2007,Darien,2 RAYMOND ST,417550,750000,0.556733333,Single Family
210032,2021,Cromwell,24 ALEXANDER DRIVE,139510,255000,0.547,Residential
100017,2010,Woodstock,1639 RT 197,205900,60000,3.431666667,Single Family
100001,2010,East Hartford,79 MANNING LANE,152870,170000,0.899235294,Single Family
70150,2007,Rocky Hill,52 TEDWIN FARMS RD,292550,550000,0.531909091,Single Family
70148,2007,West Haven,65 YORK ST,123620,150000,0.824133333,Single Family
18363,2018,Ridgefield,48 ARMAND RD,494560,680000,0.7272,Single Family
1700585,2017,New Milford,LAKE DR + 59 LAKE DR,226950,330000,0.6877,Single Family
60007,2006,Avon,2 JAY CT,105350,178000,0.591853933,Condo
140545,2014,West Hartford,34 SCHOOLHOUSE DRIVE #208,177660,294888,0.602466021,Condo
180023,2018,Coventry,347 OAK TR,97500,53000,1.839622642,Single Family
180243,2018,Seymour,14 FRANCES DR,150990,240000,0.6291,Single Family
130104,2013,Enfield,12A MAPLE HEIGHTS,112680,148000,0.761351351,Condo
190003,2019,Westport,49 COLONY ROAD,913800,750000,1.2184,Single Family
70081,2007,Beacon Falls,34 FIELDSTONE LN,307740,445000,0.691550562,Condo
1600239,2016,Suffield,91 PLEASANT VIEW DR,205800,272000,0.756617647,Single Family
1900712,2019,Stamford,12 LOUGHRAN AVENUE,396890,550000,0.7216,Single Family
170095,2017,Canton,15 BRISTOL DRIVE,143340,150000,0.9556,Single Family
60275,2006,Plainfield,30 LAPERLE AVE,72120,170000,0.424235294,Single Family
900027,2009,Deep River,22 CASTLE HEIGHTS,190120,238000,0.798823529,Single Family
19007,2019,Ansonia,75 MYRTLE AVE,104100,169000,0.616,Single Family
90038,2009,New Canaan,57 SHAKER RD,609900,848750,0.718586156,Single Family
180021,2018,Easton,100 SUNNY RIDGE ROAD,384100,441000,0.8709,Single Family
21307,2021,Farmington,23 PINNACLE RD,250250,451100,0.5547,Residential
60009,2006,Redding,13 BLUEBERRY HL RD,249900,491000,0.508961303,Single Family
170268,2017,Rocky Hill,38 WOODLAND ROAD,165130,259900,0.6353,Single Family
210074,2021,Newington,204 CEDARWOOD LN,185810,265000,0.7011,Residential
15056,2015,Wilton,215 RIDGEFIELD RD,550060,829000,0.663522316,Single Family
131161,2013,Bridgeport,134 LINEN AVE,98630,105000,0.939333333,Single Family
130122,2013,Hamden,22 SMITH DR,153930,200000,0.76965,Single Family
19015,2019,Prospect,96 CHERRY CIR,209910,302346,0.6943,Condo
70076,2007,Seymour,79 BALANCE ROCK RD #5,67760,128000,0.529375,Condo
100313,2010,Branford,123 FLORENCE RD UNIT 1A,80700,112500,0.717333333,Condo
90183,2009,Middletown,92-C6 CYNTHIA LA,95520,144000,0.663333333,Condo
202262,2020,Norwalk,12 NYLKED TER,2917150,4875000,0.5983,Residential
170451,2017,Trumbull,53 GREAT NECK RD,292320,325000,0.8994,Single Family
60065,2006,Lebanon,26 GRANDVIEW DR LT 15,120730,462424,0.26108074,Single Family
1900146,2019,Ansonia,44 BERKSHIRE RD,191900,250000,0.7676,Single Family
190082,2019,Bethany,43 LUKE HILL RD,149660,199000,0.7521,Single Family
210360,2021,New Britain,402 STANLEY ST,94920,231000,0.4109,Residential
140521,2014,Manchester,572 WETHERELL STREET,129900,172500,0.753043478,Single Family
131416,2013,West Hartford,59 SPRING LANE,221060,318000,0.695157233,Single Family
21113,2021,Lebanon,53 TRUMBULL HWY,146390,375000,0.3903,Residential
160137,2016,Torrington,46 TORCON DR,115780,134900,0.858265382,Single Family
180145,2018,Westbrook,26 SAGAMORE TER DRIVE,179490,357500,0.502,Single Family
70041,2007,Windsor Locks,454 REED AVE,104200,177879,0.585791465,Single Family
190087,2019,East Lyme,38 HOPE ST  #106,202020,345000,0.5856,Condo
210499,2021,New Haven,112 POPLAR ST,125440,222500,0.5637,Residential
140281,2014,Avon,23 BRIAR HILL ROAD,274990,495000,0.555535354,Single Family
120718,2012,New Haven,926 QUINNIPIAC AVE #56,125300,190000,0.659473684,Condo
11009,2011,Hartland,107 FOXBROOK RD,188510,282000,0.668475177,Single Family
110641,2011,Hamden,51 REYNA RD,124880,83000,1.504578313,Single Family
60480,2006,Wallingford,209 WASHINGTON ST,152180,225000,0.676355556,Single Family
170061,2017,Brooklyn,388 SOUTH ST,92500,169900,0.5444,Single Family
130024,2013,Bethel,13 SETTLERS ROAD,279460,420000,0.665380952,Single Family
800415,2008,Bristol,536 REDSTONE HILL RD UN 8,135730,209500,0.647875895,Condo
170542,2017,Cheshire,29 GUINEVERE RIDGE,207520,282000,0.7358,Single Family
90577,2009,Milford,64 ROBERT TREAT DRIVE U 7,90930,154900,0.587023886,Condo
180281,2018,West Hartford,60 DAVENPORT ROAD,152740,299900,0.5093,Single Family
120105,2012,Branford,42 QUARRY DOCK RD,363200,545000,0.666422018,Condo
61193,2006,Danbury,4 BRINSCALL CT,17500,430440,0.040656073,Condo
70126,2007,Portland,515 MAIN ST,158480,255000,0.621490196,Single Family
2100185,2021,Wethersfield,1310-20 BERLIN TPK #1102,45300,84000,0.5392,Residential
170074,2017,Branford,156 TURTLE BAY DR,181100,260000,0.696538462,Condo
111194,2011,Stratford,19 ELK TER,175120,158700,1.103465658,Single Family
60406,2006,Torrington,267 PATTERSON ST,74700,146000,0.511643836,Single Family
1700011,2017,New Milford,72 BONNIE VU LN,242900,300000,0.809666667,Single Family
1800075,2018,Wolcott,258 WOODTICK RD,122400,166400,0.735576923,Single Family
60268,2006,West Haven,74 PHILLIPS TER,140070,237000,0.591012658,Single Family
190224,2019,Killingly,1192 HARTFORD PIKE,83370,172000,0.4847,Single Family
160873,2016,Danbury,76 LIBERTY ST,118800,285000,0.416842105,Two Family
21018,2021,Orange,8 LAKESIDE DRIVE,183400,330435,0.555025951,Residential
100092,2010,Meriden,67 SUNBRIGHT DR SO,108450,145000,0.747931034,Single Family
100459,2010,Norwalk,12 MILTON PL,578130,600000,0.96355,Single Family
190044,2019,Berlin,129 WHISPERING BROOK DRIVE,185500,306000,0.6062,Single Family
21132,2021,Southbury,190 WILLOW CREEK ESTATES DR,239680,532000,0.4505,Residential
2100184,2021,Naugatuck,39 HORTON HILL #7B,56460,100000,0.5646,Residential
20706,2020,Southbury,923 KETTLETOWN RD,142750,255000,0.5598,Residential
60806,2006,Wallingford,11 WOJTASIK DR,320810,527000,0.608747628,Single Family
1500792,2015,Stamford,7 APPLE TREE LANE,328150,435000,0.754367816,Single Family
900066,2009,Middlebury,47 BLUEBERRY KNOLL,302700,458000,0.660917031,Single Family
2100188,2021,Wethersfield,155 BEVERLY RD,142880,290000,0.4926,Residential
218418,2021,Middletown,140 GRAND ST,113790,315000,0.3612,Residential
190147,2019,Canton,586 ALBANY TURNPIKE,244940,310000,0.7901,Single Family
19308,2019,Hartford,37 KELSEY ST,55790,209900,0.2658,Single Family
90403,2009,Waterbury,19 IVY LAE,142990,99900,1.431331331,Single Family
70557,2007,New Haven,88 ROSETTE ST,79940,55000,1.453454545,Single Family
18095,2018,Derby,207 BIRMINGHAM CONDO,78960,142500,0.5541,Condo
1600253,2016,Wolcott,35 MUNSON RD,106790,150000,0.711933333,Single Family
90481,2009,Greenwich,"14 NORTON LANEF, OG,CT",1315860,1875000,0.701792,Single Family
60139,2006,New Canaan,86 FOREST ST,445500,757000,0.588507266,Condo
10053,2010,Windsor Locks,15 STEVENS STREET,160400,236500,0.678224101,Single Family
70592,2007,New Haven,160 GREENWOOD ST,111160,105000,1.058666667,Two Family
12115,2012,Darien,24 CLIFF AVENUE,690760,865000,0.798566474,Single Family
190490,2019,Manchester,123C MAIN STREET,55400,100500,0.5512,Condo
21134,2021,Wilton,62 CEDAR ROAD,403200,675000,0.5973,Residential
140583,2014,Norwalk,"115 FILLOW ST, UNIT #11",149430,162000,0.922407407,Condo
80439,2008,Stratford,28 COOLIDGE ST,169540,220000,0.770636364,Single Family
150125,2015,Portland,1 BRUSH PASTURE LANE #204,73290,105000,0.698,Condo
70050,2007,Colchester,47 WOODBINE RD,234900,345000,0.680869565,Single Family
150059,2015,Stratford,105 BREAKERS LN,180040,175000,1.0288,Condo
160037,2016,Salisbury,62 BURTON ROAD,396900,345000,1.150434783,Single Family
190114,2019,Woodbridge,250 SEYMOUR RD,252140,379900,0.6637,Single Family
14744,2014,Hartford,61 ROSLYN ST,42063,72300,0.581784232,Single Family
90018,2009,West Hartford,22 CLIFTON AVENUE,212200,394900,0.537351228,Single Family
120069,2012,Hebron,173 MARTIN RD,222600,318000,0.7,Single Family
70727,2007,Meriden,41 PRESCOTT ST,166940,232764,0.717207128,Three Family
180087,2018,Oxford,49 JACKS HILL RD,262700,379200,0.6927,Single Family
70135,2007,Wolcott,178 TODD RD,161320,235000,0.686468085,Single Family
19038,2019,Monroe,6 FRESH MEADOW RD,160700,286000,0.5619,Single Family
70002,2007,Bloomfield,173 TUNXIS AVE,85710,170000,0.504176471,Single Family
190442,2019,Greenwich,21 SOUND BEACH AVE,700840,957000,0.7323,Single Family
80588,2008,Torrington,297 WEST HILL RD,153400,309900,0.494998387,Single Family
190239,2019,East Lyme,11 GROVE AVE,183540,270000,0.6798,Single Family
100151,2010,Farmington,111 WEST DISTRICT RD,254660,250000,1.01864,Single Family
900393,2009,Enfield,131 SHERMAN RD,135170,195000,0.693179487,Single Family
170083,2017,New Canaan,123 RICHMOND HILL RD #6,359030,684000,0.524897661,Condo
14290,2014,Glastonbury,1838 MAIN ST,219100,300000,0.730333333,Single Family
12204,2012,Colchester,36 FERN DR,126300,166000,0.760843373,Single Family
170292,2017,Stratford,330 MAPLE OAK DR,251790,400000,0.6294,Condo
18226,2018,Colchester,11 MARY LN,179600,272500,0.659,Single Family
60036,2006,Pomfret,20 WOODSTOCK RD,100800,156400,0.644501279,Single Family
